,task_id,experiment,source,difficulty,alpha,informative_d,noise_d,p,method,ari_mean,ari_se,topk_hits_mean,topk_hits_se,time_mean,time_se,B,n_per_cluster
222,0,moon_500,moon-donut,easy,2.4,10,490,500,perm,0.0951071550212865,0.01119342655596765,0.05,0.015389675281277314,496.55895092010326,9.481377797542024,5000,200
223,0,moon_500,moon-donut,easy,2.4,10,490,500,cshap,0.16216694570207776,0.01748994573524519,0.10000000000000002,3.1837828744296875e-18,10.082897667647922,0.24401358648323654,5000,200
224,0,moon_500,moon-donut,hard,1.2,10,490,500,pbfi,0.003272903883960441,0.0009730604958985211,0.01,0.006882472016116853,0.07073706630908419,0.002144907885240714,5000,200
225,0,moon_500,moon-donut,hard,1.2,10,490,500,lrp,0.003272903883960441,0.0009730604958985211,0.31500000000000006,0.05678908345800274,0.4835398974973941,0.01272457776872004,5000,200
226,0,moon_500,moon-donut,hard,1.2,10,490,500,impacc,0.27769429658782135,0.023083541551935798,0.85,0.02946898458772509,8.701295058755203,0.18802713686299002,5000,200
227,0,moon_500,moon-donut,hard,1.2,10,490,500,split_cloc,0.003272903883960441,0.0009730604958985211,0.005,0.005000000000000001,129.34578260339913,0.31320441072849586,5000,200
228,0,moon_500,moon-donut,hard,1.2,10,490,500,cloc,0.002242057765517974,0.0005498552593350542,0.03,0.012773327473170103,72.84555600734893,0.2859829014549418,5000,200
229,0,moon_500,moon-donut,hard,1.2,10,490,500,rampart,0.001637793398606556,0.0016956284682873362,0.005,0.005000000000000001,166.52956789819874,1.3409236932510185,5000,200
230,0,moon_500,moon-donut,hard,1.2,10,490,500,perm,0.002242057765517974,0.0005498552593350542,0.02,0.00917662935482247,486.59391667615563,1.862978743502223,5000,200
231,0,moon_500,moon-donut,hard,1.2,10,490,500,cshap,0.003824055461604384,0.0010032499493173302,0.10000000000000002,3.1837828744296875e-18,9.97458418974711,0.14248806755109783,5000,200
0,0,gamma_20,gamma,easy,10.0,10,10,20,pbfi,0.0137565495578756,0.010368203953261806,0.01,0.009999999999999998,0.015136382170021534,0.0025007568512539786,2000,200
1,0,gamma_20,gamma,easy,10.0,10,10,20,lrp,0.0137565495578756,0.010368203953261806,0.6300000000000001,0.05174724898753341,1.6446387374191545,0.6810225431487863,2000,200
2,0,gamma_20,gamma,easy,10.0,10,10,20,impacc,0.018158361061107554,0.008897672112849891,0.04,0.022110831935702662,227.8165930442163,20.345615975173523,2000,200
3,0,gamma_20,gamma,easy,10.0,10,10,20,split_cloc,0.0137565495578756,0.010368203953261806,0.5,0.033333333333333326,27.00125008051982,3.1836562490192657,2000,200
4,0,gamma_20,gamma,easy,10.0,10,10,20,cloc,0.8507761411183052,0.02477111926518702,1.0,0.0,717.8565099738887,53.23200622729629,2000,200
5,0,gamma_20,gamma,easy,10.0,10,10,20,rampart,0.9645614367019194,0.023546080686471155,1.0,0.0,278.56886446879946,18.824501546479354,2000,200
6,0,gamma_20,gamma,easy,10.0,10,10,20,perm,0.8512723145599942,0.046786525713922604,0.8800000000000001,0.04422166387140534,3.4581427622935736,0.7448200050141952,2000,200
7,0,gamma_20,gamma,easy,10.0,10,10,20,cshap,0.0014781819201702003,0.0007683088004663621,0.02,0.013333333333333336,7.193385308503639,0.8793681313919471,2000,200
8,0,gamma_20,gamma,hard,1.0,10,10,20,pbfi,0.0007483985731139978,0.00034103796330608814,0.0,0.0,0.007821158785372973,0.0003708688672700986,2000,200
9,0,gamma_20,gamma,hard,1.0,10,10,20,lrp,0.0007483985731139978,0.00034103796330608814,0.0,0.0,0.35915174570400266,0.009700267674502381,2000,200
10,0,gamma_20,gamma,hard,1.0,10,10,20,impacc,-0.00019248873503220518,0.00038441524445804586,0.0,0.0,129.11418342101388,0.8165568580776524,2000,200
11,0,gamma_20,gamma,hard,1.0,10,10,20,split_cloc,0.0007483985731139978,0.00034103796330608814,0.5,0.042163702135578386,44.76584895389387,0.8725832738861459,2000,200
12,0,gamma_20,gamma,hard,1.0,10,10,20,cloc,0.24748776436893788,0.032856895729188346,0.75,0.0670820393249937,401.55174580210587,1.4845058776913902,2000,200
13,0,gamma_20,gamma,hard,1.0,10,10,20,rampart,0.3222436221909508,0.06475901072072382,0.82,0.05537749241945383,152.4111147659831,0.5699502835615132,2000,200
14,0,gamma_20,gamma,hard,1.0,10,10,20,perm,0.23213531470273074,0.03016871242653771,0.51,0.045825756949558386,4.488617908197921,0.20510174250484967,2000,200
15,0,gamma_20,gamma,hard,1.0,10,10,20,cshap,0.00019755059684875738,0.00038038499871620646,0.0,0.0,3.101379034505226,0.1800699481332405,2000,200
16,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,pbfi,0.9665096916202156,0.022402779304181056,1.0,0.0,0.09370526589918882,0.0016093350775468898,2000,200
17,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,lrp,0.9665096916202156,0.022402779304181056,1.0,0.0,0.7557863742054906,0.17847304971768932,2000,200
18,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,impacc,0.7738135453883764,0.07246264459925679,0.97,0.015275252316519461,9.378095703292638,0.19658760881028278,2000,200
19,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,split_cloc,0.9665096916202156,0.022402779304181056,0.0,0.0,72.67926267549629,0.9891093881459321,2000,200
20,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,cloc,0.8884897539923212,0.03039558946351866,0.99,0.009999999999999997,43.208121821889655,0.2502484020687113,2000,200
21,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,rampart,0.9432456433745896,0.02889794835974903,1.0,0.0,15.631689474813175,0.3765923698664735,2000,200
22,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,perm,0.8795928146822515,0.026508191905841503,0.6599999999999999,0.026666666666666665,62.022493768204,1.1571200565473052,2000,200
23,0,gaussian_1000,gaussian,easy,2.2,10,990,1000,cshap,0.3338259199992371,0.04377351655757568,0.1,0.0,8.367982782894979,0.3414461239712969,2000,200
24,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,pbfi,0.8603943711342529,0.03181542720061549,1.0,0.0,0.08816203350434079,0.0027320827267115454,2000,200
25,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,lrp,0.8603943711342529,0.03181542720061549,0.99,0.009999999999999997,0.6435729771968909,0.21028828960374313,2000,200
26,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,impacc,0.6546145287031767,0.053609684499085604,0.93,0.021343747458109488,7.99879709899542,0.10486946484941266,2000,200
27,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,split_cloc,0.8603943711342529,0.03181542720061549,0.0,0.0,85.04344061370357,2.728744093875409,2000,200
28,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,cloc,0.8672887108629291,0.04150723501569956,0.9200000000000002,0.019999999999999993,39.05347306019976,0.3437367769835629,2000,200
29,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,rampart,0.942410561741444,0.0292023167085772,0.97,0.015275252316519461,13.163956799788867,0.13688148538325046,2000,200
30,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,perm,0.8364642090673889,0.04306057599981523,0.82,0.04898979485566356,53.135421801003396,0.46884700701703774,2000,200
31,0,gaussian_1000,gaussian,hard,1.7,10,990,1000,cshap,0.3264737918278877,0.03768781992744164,0.1,0.0,7.167229074396891,0.2662560600997604,2000,200
32,0,gaussian_20,gaussian,easy,2.2,10,10,20,pbfi,0.9427308302092428,0.029161026236377213,1.0,0.0,0.005370870209299028,0.0010868635642479795,2000,200
33,0,gaussian_20,gaussian,easy,2.2,10,10,20,lrp,0.9427308302092428,0.029161026236377213,1.0,0.0,0.674965154012898,0.2725490581260494,2000,200
34,0,gaussian_20,gaussian,easy,2.2,10,10,20,impacc,0.983851718984474,0.01506136820737711,0.55,0.06871842709362767,8.629796161293052,0.11160398427430884,2000,200
